date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:32	2244/2244	---M-Z	200	added ('OK')	text/html	etag:%228c4-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.12.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.12.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:32	12346/12346	---M-Z	200	added ('OK')	text/html	etag:%22303a-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.13.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.13.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:32	4313/4313	---M-Z	200	added ('OK')	text/html	etag:%2210d9-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.14.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.14.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:33	4936/4936	---M-Z	200	added ('OK')	text/html	etag:%221348-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.15.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.15.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:33	803/803	---M-Z	200	added ('OK')	text/html	etag:%22323-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.1.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.1.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
20:07:33	1515/1515	---M-Z	200	added ('OK')	text/html	etag:%225eb-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.2.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.2.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
20:07:33	10225/10225	---M-Z	200	added ('OK')	text/html	etag:%2227f1-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.3.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.3.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
20:07:33	16879/16879	---M-Z	200	added ('OK')	text/html	etag:%2241ef-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.4.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.4.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
20:07:34	1291/1291	---M-Z	200	added ('OK')	text/html	etag:%2250b-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.5.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.5.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
20:07:34	3970/3970	---M-Z	200	added ('OK')	text/html	etag:%22f82-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter3/3.6.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter3/3.6.html	(from http://koeln.ccc.de/archiv/cyphernomicon/3.html)
